,product,category,product_id
38,"Bahlsen Choco Leibniz Dark Crispy , Cookies, 4.4 Ounce",cookies,803
39,"Bahlsen Choco Leibniz Milk, Crispy Cookies, 4.4 Ounce",cookies,804
40,"Bahlsen Leibniz Butter Biscuits, 7 Ounce",cookies,805
41,"Barnum's Animals Crackers, 2.13 Ounce",cookies,806
42,"Barnum's Animals Mini, Crackers, 12 Ounce",cookies,807
43,"Barnums Original Animal, Crackers, 8 Ounce",cookies,808
44,"Bauducco Chocolate, Wafer, 5.82 Ounce",cookies,809
45,"Bauducco Vanilla, Wafer, 5.82 Ounce",cookies,810
0,"4 Pack Tomatoes, 1 Each",fruit,811
3,"Apple Lucy Glo, 5 Ounce",fruit,812
7,"Wholesome Pantry Organic Red, Pears, 1 Each",fruit,813
8,"Lil Snappers Bartlett Pears, 48 Ounce",fruit,814
9,"Apple SnapDragon, 6 Ounce",fruit,815
14,"Lil Snappers Red Pears, 48 Ounce",fruit,816
17,"Wholesome Pantry Organic Bartlett, Pears, 1 Each",fruit,817
21,"Asian Pear, 1 Each",fruit,818
22,"Avocados Green - Small, 1 Each",fruit,819
25,"Bagged Lemons, 2 Pound",fruit,820
26,"Bagged Limes - 2lb, 2 Pound",fruit,821
29,"Bazzini Turkish Apricots, 13 Ounce",fruit,822
31,"Black Mission Figs, 16 Ounce",fruit,823
33,"Blueberries , 1 Pint",fruit,824
37,"Bowl & Basket Fuji Apples, 3 Pound",fruit,825
38,"Bowl & Basket Gala Apples, 48 Ounce",fruit,826
39,"Bowl & Basket Golden Delicious, Apples, 48 Ounce",fruit,827
40,"Bowl & Basket Granny Smith, Apples, 48 Ounce",fruit,828
41,"Bowl & Basket Grape Tomatoes, 1 Pint",fruit,829
42,"Bowl & Basket Honeycrisp, Apples, 32 Ounce",fruit,830
43,"Bowl & Basket McIntosh , Apples, 48 Ounce",fruit,831
44,"Bowl & Basket Navel Oranges, 64 Ounce",fruit,832
45,"Bowl & Basket Red Delicious, Apples, 48 Ounce",fruit,833
46,"Bowl & Basket Snapdragon, Apples, 32 Ounce",fruit,834
0,"Alden's Organic Vanilla Crème, Ice Cream, 14 Fluid ounce",ice cream,835
3,"Ben & Jerry's Brownie Batter Core, Ice Cream, 16 Ounce",ice cream,836
4,"Ben & Jerry's Caramel Chocolate Cheesecake, Ice Cream, 16 Ounce",ice cream,837
7,"Ben & Jerry's Cherry Garcia, Ice Cream, 16 Pint",ice cream,838
8,"Ben & Jerry's Chewy Gooey Cookie, Ice Cream, 1 Pint",ice cream,839
9,"Ben & Jerry's Chocolate Caramel Cookie Dough Topped, Ice Cream, 15.2 Fluid ounce",ice cream,840
12,"Ben & Jerry's Chocolate Chip Cookie Dough Core, Ice Cream, 1 Each",ice cream,841
13,"Ben & Jerry's Chocolate Milk & Cookies Topped, Ice Cream, 15.2 Fluid ounce",ice cream,842
14,"Ben & Jerry's Chubby Hubby Ice Cream, 16 Ounce",ice cream,843
15,"Ben & Jerry's Chunky Monkey, Ice Cream, 16 Ounce",ice cream,844
18,"Ben & Jerry's Coffee Toffee Bar Crunch, Ice Cream, 16 Ounce",ice cream,845
19,"Ben & Jerry's Dirt Cake Topped, Ice Cream, 15.2 Fluid ounce",ice cream,846
20,"Ben & Jerry's Dublin Mudslide, Ice Cream, 1 Pint",ice cream,847
21,"Ben & Jerry's Mint Chocolate Chance, Ice Cream, 1 Pint",ice cream,848
22,"Ben & Jerry's Mint Chocolate Cookie, Ice Cream, 1 Each",ice cream,849
25,"Ben & Jerry's New York Super Fudge Chunk, Ice Cream, 16 Ounce",ice cream,850
26,"Ben & Jerry's PB Over the Top Topped, Ice Cream, 15.2 Fluid ounce",ice cream,851
27,"Ben & Jerry's Peanut Butter Cup, Ice Cream, 16 Ounce",ice cream,852
28,"Ben & Jerry's Pistachio, Ice Cream, 16 Ounce",ice cream,853
29,"Ben & Jerry's Pumpkin Cheesecake with a Graham Cracker Swirl, Ice Cream, 16 Ounce",ice cream,854
30,"Ben & Jerry's Salted Caramel Brownie Topped, Ice Cream, 15.2 Fluid ounce",ice cream,855
31,"Ben & Jerry's Salted Caramel Core, Ice Cream, 16 Ounce",ice cream,856
32,"Ben & Jerry's Strawberry Topped Tart Topped, Ice Cream, 15.2 Fluid ounce",ice cream,857
33,"Ben & Jerry's Tiramisu Topped, Ice Cream, 15.2 Fluid ounce",ice cream,858
34,"Ben & Jerry's Topped Thick Mint, Ice Cream, 15.2 Fluid ounce",ice cream,859
37,"Ben & Jerry's Vermont's Finest Americone Dream, Ice Cream, 1 Pint",ice cream,860
38,"Ben & Jerry's Vermont's Finest Banana, Ice Cream, 16 Ounce",ice cream,861
39,"Ben & Jerry's Vermont's Finest Cannoli, Ice Cream , 1 Each",ice cream,862
40,"Ben & Jerry's Vermont's Finest Chocolate Chip Cookie Dough, Ice Cream, 16 Pint",ice cream,863
41,"Ben & Jerry's Vermont's Finest Chocolate Fudge Brownie , Ice Cream, 1 Pint",ice cream,864
0,"All-Bran Buds, Cereal, 22 Ounce",cereal,865
3,"All-Bran Original, Wheat Bran Cereal, 18.6 Ounce",cereal,866
4,"Cheerios Toasted Whole Grain Oat, Cereal, 8.9 Ounce",cereal,867
7,"Cheerios Toasted Whole Grain Oat, Cereal, 12 Ounce",cereal,868
8,"Cheerios Honey Nut, Cereal, 10.8 Ounce",cereal,869
9,"Alpen Original, Muesli, 14 Ounce",cereal,870
12,"Annie's Homegrown Organic Cocoa Bunnies Oat, Corn & Rice, Cereal, 10 Ounce",cereal,871
13,"Apple Jacks Jumbo Snax Cereal, 0.45 Ounce",cereal,872
14,"Cheerios Honey Nut, Cereal, 15.4 Ounce",cereal,873
17,"Reese's Puffs Sweet & Crunchy, Corn Puffs, 16.7 Ounce",cereal,874
18,"Apple Jacks Sweetened with Apple & Cinnamon, Cereal, 10.1 Ounce",cereal,875
19,"Apple Jacks Sweetened with Apple & Cinnamon, Cereal, 14.7 Ounce",cereal,876
20,"Apple Jacks Sweetened with Apple & Cinnamon, Cereal, 18.4 Ounce",cereal,877
21,"Arrowhead Mills Puffed Corn, Cereal, 6 Ounce",cereal,878
22,"Arrowhead Mills Puffed Millet, Cereal, 6 Ounce",cereal,879
25,"Arrowhead Mills Puffed Rice, Cereal, 6 Ounce",cereal,880
26,"Arrowhead Mills Puffed Wheat, Cereal, 6 Ounce",cereal,881
27,"Barbara's Morning Oat Crunch Original Crunchy Whole Grain, Cereal, 14 Ounce",cereal,882
28,"Barbara's Puffins Original, Cereal, 10 Ounce",cereal,883
29,"Barbara's Puffins Peanut Butter, Cereal, 11 Ounce",cereal,884
30,"Barbara's Shredded Wheat Big Biscuit, Cereal, 15 Ounce",cereal,885
31,"Basic 4 Multigrain with Fruit & Almonds, Cereal, 19.8 Ounce",cereal,886
32,"Cap'n Crunch Berries Sweetened Corn & Oat, Cereal, 23.9 Ounce",cereal,887
33,"Cap'n Crunch Sweetened Corn & Oat, Cereal, 12.6 Ounce",cereal,888
36,"Cap'n Crunch Sweetened Corn & Oat, Cereal, 18 Ounce",cereal,889
37,"Cap'n Crunch Sweetened Corn & Oat, Cereal, 25.7 Ounce",cereal,890
38,"Cap'n Crunch's Berrytastic, Pancake Mix, 24 Ounce",cereal,891
39,"Cap'n Crunch's Chocolate Caramel Crunch Sweetened Corn & Oat, Cereal, 11.8 Ounce",cereal,892
40,"Cap'n Crunch's Crunch Berries Sweetened Corn & Oat, Cereal, 16.8 Ounce",cereal,893
41,"Cap'n Crunch's Peanut Butter Crunch Sweetened, Corn & Oat Cereal, 11.4 Ounce",cereal,894
42,"Cap'n Crunch's Sweetened Corn & Oat, Cereal, 17.6 Ounce",cereal,895
43,"Cap'n Crunch's Sweetened Corn & Oat, Cereal, 10.3 Ounce",cereal,896
44,"Cap'n Crunch's Sweetened Corn & Oat, Cereal, 13.8 Ounce",cereal,897
45,"CAPTAIN CRUNCH Crunch Berrie, Sweetened Corn & Oat Cereal, 11.7 Ounce",cereal,898
46,"Cascadian Farm Organic Cinnamon Raisin, Granola, 15.6 Ounce",cereal,899
0,"Anna Fusilli Col Buco #108, Pasta, 16 Ounce",pasta,900
3,"Anna Gluten Free Elbows, Pasta, 8 Ounce",pasta,901
4,"Anna Gluten Free Penne Rigate, Pasta, 8 Ounce",pasta,902
7,"Anna Mini Potato, Gnocchi, 17.6 Ounce",pasta,903
8,"Anna Potato, Gnocchi, 17.6 Ounce",pasta,904
9,"Anna Rotelle # 54, Pasta, 16 Ounce",pasta,905
12,"Banza Cavatappi, Pasta, 8 Ounce",pasta,906
13,"Banza Penne, Pasta, 8 Ounce",pasta,907
14,"Banza Rigatoni, Pasta, 8 Ounce",pasta,908
15,"Banza Rotini Made from Chickpeas, Pasta, 8 Ounce",pasta,909
18,"Banza Shells Made from Chickpeas, Pasta, 8 Ounce",pasta,910
19,"Barilla  Protein+ Rotini Grain & Legume, Pasta, 14.5 Ounce",pasta,911
20,"Barilla  Red Lentil Rotini, Pasta, 8.8 Ounce",pasta,912
21,"Barilla Angel Hair, Pasta, 1 Pound",pasta,913
22,"Barilla Campanelle Pasta, 1 Pound",pasta,914
25,"Barilla Chickpea Rotini, Pasta, 8.8 Ounce",pasta,915
26,"Barilla Chickpea Spaghetti, Pasta, 8.8 Ounce",pasta,916
27,"Barilla Classic Blue Box Pasta Mini Wheels, 1 Pound",pasta,917
28,"Barilla Classic Blue Box Pasta Mostaccioli, 1 Pound",pasta,918
29,"Barilla Classic Blue Box Pasta Spaghetti Rigati, 1 Pound",pasta,919
30,"Barilla Collezione Bucatini, Pasta, 12 Ounce",pasta,920
31,"Barilla Collezione Cheese & Spinach Tortellini, Pasta, 12 Ounce",pasta,921
32,"Barilla Collezione Pasta Orecchiette, 12 Ounce",pasta,922
33,"Barilla Collezione Rigatoni, Pasta, 12 Ounce",pasta,923
34,"Barilla Collezione Three Cheese Tortellini, Pasta, 12 Ounce",pasta,924
37,"Barilla Ditalini n.45, Pasta, 1 Pound",pasta,925
38,"Barilla Fettuccine n.6, Pasta, 1 Pound",pasta,926
39,"Barilla Fully Cooked Elbows, Ready Pasta, 8.5 Ounce",pasta,927
40,"Barilla Fully Cooked Gemelli, Ready Pasta, 8.5 Ounce",pasta,928
41,"Barilla Fully Cooked Rotini, Ready Pasta, 8.5 Ounce",pasta,929
